t,x,y,z,w
76.950000,0.115808,-17.546881,-10.517145,-4.274522
77.100000,-1.461503,-18.176814,-10.511499,-4.124675
77.250000,-3.037018,-18.784333,-10.493384,-3.975813
77.400000,-4.608951,-19.369650,-10.463921,-3.828769
77.550000,-6.175684,-19.933085,-10.424242,-3.684142
77.700000,-7.735767,-20.475033,-10.375426,-3.542331
77.850000,-9.287905,-20.995938,-10.318477,-3.403583
78.000000,-10.830949,-21.496268,-10.254298,-3.268024
78.150000,-12.363874,-21.976506,-10.183697,-3.135693
78.300000,-13.885772,-22.437136,-10.107384,-3.006568
78.450000,-15.395835,-22.878634,-10.025982,-2.880588
78.600000,-16.893340,-23.301465,-9.940034,-2.757663
78.750000,-18.377642,-23.706080,-9.850014,-2.637686
78.900000,-19.848161,-24.092913,-9.756333,-2.520544
79.050000,-21.304377,-24.462379,-9.659352,-2.406119
79.200000,-22.745817,-24.814878,-9.559385,-2.294291
79.350000,-24.172057,-25.150791,-9.456708,-2.184946
79.500000,-25.582706,-25.470480,-9.351562,-2.077971
79.650000,-26.977413,-25.774295,-9.244162,-1.973261
79.800000,-28.355851,-26.062567,-9.134694,-1.870713
79.950000,-29.717726,-26.335612,-9.023326,-1.770231
80.100000,-31.062762,-26.593735,-8.910205,-1.671726
80.250000,-32.390706,-26.837225,-8.795465,-1.575112
80.400000,-33.701326,-27.066359,-8.679223,-1.480311
80.550000,-34.994404,-27.281405,-8.561586,-1.387246
80.700000,-36.269737,-27.482617,-8.442648,-1.295850
80.850000,-37.527137,-27.670240,-8.322495,-1.206055
81.000000,-38.766428,-27.844510,-8.201205,-1.117803
81.150000,-39.987445,-28.005655,-8.078849,-1.031034
81.300000,-41.190033,-28.153892,-7.955491,-0.945697
81.450000,-42.374045,-28.289433,-7.831189,-0.861740
81.600000,-43.539345,-28.412481,-7.705996,-0.779117
81.750000,-44.685802,-28.523232,-7.579961,-0.697784
81.900000,-45.813294,-28.621878,-7.453129,-0.617700
82.050000,-46.921703,-28.708603,-7.325541,-0.538826
82.200000,-48.010920,-28.783585,-7.197235,-0.461125
82.350000,-49.080839,-28.846997,-7.068246,-0.384564
82.500000,-50.131361,-28.899009,-6.938605,-0.309110
82.650000,-51.162390,-28.939784,-6.808344,-0.234734
82.800000,-52.173835,-28.969482,-6.677489,-0.161406
82.950000,-53.165608,-28.988257,-6.546067,-0.089101
83.100000,-54.137628,-28.996262,-6.414102,-0.017792
83.250000,-55.089813,-28.993643,-6.281615,0.052544
83.400000,-56.022087,-28.980546,-6.148627,0.121929
83.550000,-56.934377,-28.957111,-6.015159,0.190385
83.700000,-57.826612,-28.923476,-5.881229,0.257932
83.850000,-58.698723,-28.879776,-5.746853,0.324587
84.000000,-59.550646,-28.826143,-5.612047,0.390370
84.150000,-60.382317,-28.762708,-5.476827,0.455297
84.300000,-61.193674,-28.689596,-5.341207,0.519383
84.450000,-61.984660,-28.606934,-5.205200,0.582645
84.600000,-62.755216,-28.514844,-5.068818,0.645095
84.750000,-63.505287,-28.413445,-4.932075,0.706748
84.900000,-64.234820,-28.302858,-4.794979,0.767615
85.050000,-64.943764,-28.183200,-4.657544,0.827709
85.200000,-65.632067,-28.054584,-4.519777,0.887042
85.350000,-66.299681,-27.917125,-4.381689,0.945623
85.500000,-66.946558,-27.770934,-4.243289,1.003462
85.650000,-67.572652,-27.616122,-4.104586,1.060570
85.800000,-68.177919,-27.452799,-3.965587,1.116954
85.950000,-68.762314,-27.281072,-3.826300,1.172624
86.100000,-69.325795,-27.101047,-3.686732,1.227586
86.250000,-69.868320,-26.912831,-3.546891,1.281849
86.400000,-70.389849,-26.716527,-3.406783,1.335419
86.550000,-70.890342,-26.512240,-3.266415,1.388302
86.700000,-71.369761,-26.300071,-3.125792,1.440504
86.850000,-71.828067,-26.080122,-2.984920,1.492031
87.000000,-72.265224,-25.852495,-2.843804,1.542888
87.150000,-72.681197,-25.617289,-2.702451,1.593080
87.300000,-73.075948,-25.374604,-2.560865,1.642611
87.450000,-73.449445,-25.124539,-2.419050,1.691484
87.600000,-73.801652,-24.867191,-2.277012,1.739704
87.750000,-74.132537,-24.602660,-2.134755,1.787273
87.900000,-74.442068,-24.331042,-1.992283,1.834194
88.050000,-74.730212,-24.052434,-1.849600,1.880471
88.200000,-74.996937,-23.766933,-1.706710,1.926104
88.350000,-75.242214,-23.474635,-1.563616,1.971097
88.500000,-75.466012,-23.175636,-1.420324,2.015449
88.650000,-75.668302,-22.870032,-1.276835,2.059163
88.800000,-75.849053,-22.557919,-1.133153,2.102240
88.950000,-76.008238,-22.239392,-0.989282,2.144679
89.100000,-76.145828,-21.914547,-0.845225,2.186481
89.250000,-76.261796,-21.583479,-0.700984,2.227646
89.400000,-76.356115,-21.246285,-0.556563,2.268173
89.550000,-76.428756,-20.903059,-0.411964,2.308062
89.700000,-76.479695,-20.553898,-0.267190,2.347311
89.850000,-76.508905,-20.198898,-0.122244,2.385919
90.000000,-76.516360,-19.838155,0.022872,2.423884
90.150000,-76.502035,-19.471765,0.168155,2.461205
90.300000,-76.465905,-19.099826,0.313603,2.497878
90.450000,-76.407946,-18.722434,0.459213,2.533901
90.600000,-76.328133,-18.339688,0.604983,2.569270
90.750000,-76.226443,-17.951686,0.750911,2.603982
90.900000,-76.102852,-17.558526,0.896995,2.638034
91.050000,-75.957337,-17.160309,1.043232,2.671421
91.200000,-75.789875,-16.757134,1.189620,2.704138
91.350000,-75.600443,-16.349101,1.336158,2.736181
91.500000,-75.389020,-15.936313,1.482842,2.767543
91.650000,-75.155583,-15.518873,1.629672,2.798219
91.800000,-74.900111,-15.096882,1.776645,2.828203
91.950000,-74.622583,-14.670447,1.923758,2.857488
92.100000,-74.322977,-14.239671,2.071010,2.886067
92.250000,-74.001273,-13.804662,2.218399,2.913932
92.400000,-73.657451,-13.365528,2.365923,2.941074
92.550000,-73.291490,-12.922377,2.513579,2.967486
92.700000,-72.903370,-12.475319,2.661366,2.993157
92.850000,-72.493073,-12.024467,2.809281,3.018078
93.000000,-72.060580,-11.569934,2.957322,3.042239
93.150000,-71.605871,-11.111834,3.105487,3.065628
93.300000,-71.128927,-10.650285,3.253774,3.088233
93.450000,-70.629732,-10.185404,3.402180,3.110042
93.600000,-70.108268,-9.717312,3.550702,3.131043
93.750000,-69.564516,-9.246132,3.699339,3.151220
93.900000,-68.998460,-8.771988,3.848087,3.170559
94.050000,-68.410084,-8.295007,3.996943,3.189044
94.200000,-67.799372,-7.815319,4.145905,3.206659
94.350000,-67.166308,-7.333054,4.294969,3.223386
94.500000,-66.510876,-6.848348,4.444133,3.239206
94.650000,-65.833063,-6.361339,4.593391,3.254100
94.800000,-65.132854,-5.872166,4.742741,3.268047
94.950000,-64.410236,-5.380973,4.892178,3.281024
95.100000,-63.665197,-4.887908,5.041699,3.293008
95.250000,-62.897723,-4.393122,5.191297,3.303973
95.400000,-62.107804,-3.896768,5.340968,3.313894
95.550000,-61.295429,-3.399007,5.490707,3.322742
95.700000,-60.460589,-2.900001,5.640506,3.330487
95.850000,-59.603275,-2.399918,5.790360,3.337097
96.000000,-58.723478,-1.898930,5.940261,3.342537
96.150000,-57.821194,-1.397217,6.090201,3.346772
96.300000,-56.896417,-0.894961,6.240171,3.349763
96.450000,-55.949142,-0.392352,6.390161,3.351468
96.600000,-54.979368,0.110413,6.540160,3.351842
96.750000,-53.987094,0.613132,6.690156,3.350840
96.900000,-52.972322,1.115594,6.840135,3.348408
97.050000,-51.935055,1.617580,6.990084,3.344494
97.200000,-50.875300,2.118865,7.139984,3.339039
97.350000,-49.793064,2.619212,7.289817,3.331978
97.500000,-48.688359,3.118375,7.439561,3.323245
97.650000,-47.561201,3.616098,7.589194,3.312766
97.800000,-46.411608,4.112113,7.738688,3.300462
97.950000,-45.239603,4.606141,7.888011,3.286247
98.100000,-44.045214,5.097887,8.037131,3.270029
98.250000,-42.828476,5.587044,8.186006,3.251706
98.400000,-41.589427,6.073288,8.334592,3.231169
98.550000,-40.328115,6.556278,8.482837,3.208300
98.700000,-39.044596,7.035655,8.630681,3.182968
98.850000,-37.738934,7.511038,8.778054,3.155031
99.000000,-36.411207,7.982027,8.924877,3.124336
99.150000,-35.061503,8.448193,9.071058,3.090713
99.300000,-33.689927,8.909085,9.216486,3.053976
99.450000,-32.296601,9.364220,9.361037,3.013923
99.600000,-30.881668,9.813085,9.504559,2.970332
99.750000,-29.445294,10.255131,9.646877,2.922961
99.900000,-27.987675,10.689771,9.787783,2.871543
100.050000,-26.509042,11.116377,9.927030,2.815790
100.200000,-25.009664,11.534275,10.064323,2.755388
100.350000,-23.489860,11.942744,10.199311,2.690000
100.500000,-21.950007,12.341008,10.331573,2.619267
100.650000,-20.390549,12.728238,10.460609,2.542809
100.800000,-18.812015,13.103545,10.585819,2.460238
100.950000,-17.215030,13.465984,10.706488,2.371170
101.100000,-15.600338,13.814553,10.821774,2.275242
101.250000,-13.968816,14.148198,10.930689,2.172145
101.400000,-12.321506,14.465827,11.032094,2.061660
101.550000,-10.659627,14.766323,11.124710,1.943719
101.700000,-8.984602,15.048576,11.207141,1.818455
101.850000,-7.298067,15.311513,11.277935,1.686274
102.000000,-5.601874,15.554148,11.335679,1.547901
102.150000,-3.898079,15.775627,11.379115,1.404397
102.300000,-2.188904,15.975279,11.407282,1.257137
102.450000,-0.476686,16.152660,11.419628,1.107718
102.600000,1.236189,16.307571,11.416085,0.957829
102.750000,2.947364,16.440067,11.397061,0.809105
102.900000,4.654574,16.550434,11.363379,0.662995
103.050000,6.355701,16.639155,11.316161,0.520675
103.200000,8.048810,16.706870,11.256695,0.383014
103.350000,9.732165,16.754322,11.186328,0.250586
103.500000,11.404229,16.782323,11.106371,0.123710
103.650000,13.063658,16.791718,11.018047,0.002503
103.800000,14.709280,16.783356,10.922457,-0.113066
103.950000,16.340080,16.758074,10.820575,-0.223133
104.100000,17.955180,16.716682,10.713246,-0.327900
104.250000,19.553818,16.659957,10.601198,-0.427608
104.400000,21.135335,16.588639,10.485054,-0.522516
104.550000,22.699157,16.503429,10.365346,-0.612890
104.700000,24.244783,16.404986,10.242526,-0.698989
104.850000,25.771778,16.293933,10.116981,-0.781066
105.000000,27.279758,16.170855,9.989041,-0.859359
105.150000,28.768385,16.036303,9.858988,-0.934091
105.300000,30.237361,15.890796,9.727065,-1.005471
105.450000,31.686421,15.734820,9.593480,-1.073693
105.600000,33.115331,15.568837,9.458416,-1.138937
105.750000,34.523880,15.393280,9.322028,-1.201367
105.900000,35.911880,15.208559,9.184452,-1.261136
106.050000,37.279162,15.015065,9.045809,-1.318386
106.200000,38.625575,14.813163,8.906203,-1.373244
106.350000,39.950979,14.603205,8.765725,-1.425832
106.500000,41.255252,14.385522,8.624456,-1.476259
106.650000,42.538280,14.160430,8.482470,-1.524627
106.800000,43.799961,13.928232,8.339829,-1.571030
106.950000,45.040199,13.689215,8.196591,-1.615555
107.100000,46.258911,13.443655,8.052806,-1.658283
107.250000,47.456016,13.191816,7.908521,-1.699289
107.400000,48.631444,12.933951,7.763776,-1.738642
107.550000,49.785128,12.670303,7.618608,-1.776406
107.700000,50.917007,12.401106,7.473051,-1.812642
107.850000,52.027025,12.126584,7.327136,-1.847406
108.000000,53.115131,11.846955,7.180889,-1.880749
108.150000,54.181277,11.562428,7.034337,-1.912720
108.300000,55.225418,11.273205,6.887501,-1.943366
108.450000,56.247514,10.979483,6.740403,-1.972727
108.600000,57.247527,10.681449,6.593063,-2.000845
108.750000,58.225421,10.379289,6.445497,-2.027757
108.900000,59.181165,10.073181,6.297722,-2.053497
109.050000,60.114728,9.763297,6.149754,-2.078099
109.200000,61.026083,9.449807,6.001606,-2.101593
109.350000,61.915202,9.132873,5.853290,-2.124008
109.500000,62.782062,8.812657,5.704820,-2.145373
109.650000,63.626641,8.489313,5.556205,-2.165712
109.800000,64.448917,8.162993,5.407457,-2.185050
109.950000,65.248872,7.833847,5.258586,-2.203409
110.100000,66.026487,7.502018,5.109599,-2.220812
110.250000,66.781746,7.167650,4.960505,-2.237278
110.400000,67.514633,6.830881,4.811314,-2.252827
110.550000,68.225135,6.491847,4.662031,-2.267476
110.700000,68.913239,6.150682,4.512664,-2.281244
110.850000,69.578931,5.807517,4.363221,-2.294146
111.000000,70.222201,5.462481,4.213706,-2.306196
111.150000,70.843039,5.115700,4.064126,-2.317411
111.300000,71.441436,4.767299,3.914486,-2.327803
111.450000,72.017382,4.417400,3.764793,-2.337384
111.600000,72.570871,4.066123,3.615050,-2.346168
111.750000,73.101895,3.713589,3.465264,-2.354165
111.900000,73.610448,3.359913,3.315438,-2.361387
112.050000,74.096525,3.005211,3.165577,-2.367843
112.200000,74.560120,2.649598,3.015686,-2.373542
112.350000,75.001229,2.293186,2.865767,-2.378495
112.500000,75.419849,1.936086,2.715827,-2.382708
112.650000,75.815976,1.578410,2.565867,-2.386191
112.800000,76.189609,1.220265,2.415893,-2.388950
112.950000,76.540744,0.861760,2.265907,-2.390993
113.100000,76.869380,0.503003,2.115913,-2.392325
113.250000,77.175517,0.144098,1.965914,-2.392953
113.400000,77.459155,-0.214848,1.815915,-2.392882
113.550000,77.720292,-0.573732,1.665917,-2.392118
113.700000,77.958930,-0.932449,1.515924,-2.390665
113.850000,78.175069,-1.290897,1.365939,-2.388527
114.000000,78.368712,-1.648973,1.215966,-2.385708
114.150000,78.539860,-2.006576,1.066007,-2.382212
114.300000,78.688515,-2.363603,0.916065,-2.378043
114.450000,78.814680,-2.719955,0.766143,-2.373202
114.600000,78.918359,-3.075530,0.616244,-2.367692
114.750000,78.999555,-3.430229,0.466372,-2.361515
114.900000,79.058272,-3.783952,0.316528,-2.354674
115.050000,79.094515,-4.136598,0.166716,-2.347169
115.200000,79.108289,-4.488069,0.016939,-2.339001
115.350000,79.099598,-4.838265,-0.132801,-2.330172
115.500000,79.068450,-5.187088,-0.282501,-2.320681
115.650000,79.014850,-5.534437,-0.432156,-2.310529
115.800000,78.938806,-5.880213,-0.581766,-2.299715
115.950000,78.840323,-6.224318,-0.731326,-2.288239
116.100000,78.719410,-6.566652,-0.880834,-2.276099
116.250000,78.576076,-6.907115,-1.030286,-2.263295
116.400000,78.410327,-7.245607,-1.179680,-2.249824
116.550000,78.222175,-7.582028,-1.329012,-2.235686
116.700000,78.011627,-7.916279,-1.478279,-2.220876
116.850000,77.778694,-8.248258,-1.627478,-2.205393
117.000000,77.523387,-8.577863,-1.776605,-2.189233
117.150000,77.245717,-8.904994,-1.925656,-2.172394
117.300000,76.945694,-9.229547,-2.074629,-2.154871
117.450000,76.623332,-9.551420,-2.223520,-2.136659
117.600000,76.278643,-9.870510,-2.372323,-2.117755
117.750000,75.911639,-10.186712,-2.521037,-2.098154
117.900000,75.522336,-10.499921,-2.669656,-2.077849
118.050000,75.110747,-10.810031,-2.818177,-2.056835
118.200000,74.676888,-11.116936,-2.966595,-2.035106
118.350000,74.220774,-11.420527,-3.114905,-2.012655
118.500000,73.742422,-11.720696,-3.263102,-1.989474
118.650000,73.241850,-12.017332,-3.411183,-1.965556
118.800000,72.719074,-12.310325,-3.559141,-1.940892
118.950000,72.174114,-12.599562,-3.706972,-1.915474
119.100000,71.606989,-12.884929,-3.854669,-1.889293
119.250000,71.017720,-13.166311,-4.002227,-1.862337
119.400000,70.406328,-13.443591,-4.149640,-1.834597
119.550000,69.772835,-13.716651,-4.296900,-1.806062
119.700000,69.117266,-13.985369,-4.444002,-1.776718
119.850000,68.439643,-14.249625,-4.590938,-1.746555
120.000000,67.739993,-14.509294,-4.737700,-1.715557
120.150000,67.018342,-14.764250,-4.884280,-1.683712
120.300000,66.274719,-15.014364,-5.030670,-1.651004
120.450000,65.509151,-15.259507,-5.176861,-1.617416
120.600000,64.721671,-15.499545,-5.322844,-1.582933
120.750000,63.912309,-15.734341,-5.468607,-1.547536
120.900000,63.081100,-15.963759,-5.614141,-1.511205
121.050000,62.228079,-16.187655,-5.759433,-1.473922
121.200000,61.353283,-16.405887,-5.904472,-1.435665
121.350000,60.456751,-16.618305,-6.049244,-1.396411
121.500000,59.538524,-16.824759,-6.193736,-1.356135
121.650000,58.598645,-17.025093,-6.337932,-1.314814
121.800000,57.637160,-17.219149,-6.481815,-1.272419
121.950000,56.654117,-17.406764,-6.625370,-1.228922
122.100000,55.649566,-17.587769,-6.768576,-1.184292
122.250000,54.623562,-17.761993,-6.911414,-1.138497
122.400000,53.576161,-17.929258,-7.053862,-1.091502
122.550000,52.507424,-18.089382,-7.195896,-1.043271
122.700000,51.417415,-18.242176,-7.337490,-0.993763
122.850000,50.306201,-18.387445,-7.478616,-0.942938
123.000000,49.173855,-18.524989,-7.619244,-0.890749
123.150000,48.020454,-18.654599,-7.759340,-0.837150
123.300000,46.846081,-18.776061,-7.898868,-0.782089
123.450000,45.650824,-18.889150,-8.037788,-0.725511
123.600000,44.434778,-18.993635,-8.176055,-0.667357
123.750000,43.198043,-19.089275,-8.313621,-0.607564
123.900000,41.940729,-19.175819,-8.450433,-0.546064
124.050000,40.662954,-19.253006,-8.586430,-0.482784
124.200000,39.364844,-19.320561,-8.721547,-0.417644
124.350000,38.046537,-19.378202,-8.855709,-0.350561
124.500000,36.708183,-19.425628,-8.988834,-0.281444
124.650000,35.349943,-19.462528,-9.120829,-0.210193
124.800000,33.971996,-19.488574,-9.251591,-0.136702
124.950000,32.574534,-19.503421,-9.381000,-0.060857
125.100000,31.157770,-19.506707,-9.508925,0.017466
125.250000,29.721938,-19.498051,-9.635214,0.098401
125.400000,28.267296,-19.477049,-9.759693,0.182090
125.550000,26.794130,-19.443278,-9.882166,0.268689
125.700000,25.302758,-19.396289,-10.002405,0.358362
125.850000,23.793533,-19.335607,-10.120149,0.451285
126.000000,22.266853,-19.260731,-10.235096,0.547646
126.150000,20.723162,-19.171132,-10.346897,0.647639
126.300000,19.162961,-19.066248,-10.455145,0.751465
126.450000,17.586819,-18.945490,-10.559369,0.859328
126.600000,15.995379,-18.808238,-10.659019,0.971427
126.750000,14.389374,-18.653841,-10.753459,1.087947
126.900000,12.769639,-18.481625,-10.841951,1.209042
127.050000,11.137128,-18.290895,-10.923646,1.334818
127.200000,9.492933,-18.080944,-10.997578,1.465304
127.350000,7.838297,-17.851072,-11.062663,1.600415
127.500000,6.174636,-17.600600,-11.117714,1.739908
127.650000,4.503547,-17.328902,-11.161473,1.883338
127.800000,2.826822,-17.035436,-11.192672,2.030006
127.950000,1.146434,-16.719787,-11.210117,2.178930
128.100000,-0.535475,-16.381708,-11.212805,2.328842
128.250000,-2.216635,-16.021161,-11.200047,2.478230
128.400000,-3.894703,-15.638348,-11.171573,2.625430
128.550000,-5.567331,-15.233725,-11.127596,2.768764
128.700000,-7.232240,-14.807990,-11.068799,2.906687
128.850000,-8.887283,-14.362054,-10.996262,3.037911
129.000000,-10.530498,-13.897000,-10.911336,3.161487
129.150000,-12.160139,-13.414021,-10.815509,3.276824
129.300000,-13.774681,-12.914378,-10.710275,3.383657
129.450000,-15.372822,-12.399349,-10.597052,3.481994
129.600000,-16.953461,-11.870194,-10.477123,3.572041
129.750000,-18.515680,-11.328134,-10.351612,3.654137
129.900000,-20.058714,-10.774330,-10.221482,3.728706
130.050000,-21.581934,-10.209876,-10.087546,3.796206
130.200000,-23.084822,-9.635798,-9.950481,3.857109
130.350000,-24.566951,-9.053050,-9.810849,3.911875
130.500000,-26.027971,-8.462520,-9.669112,3.960946
130.650000,-27.467598,-7.865031,-9.525653,4.004733
130.800000,-28.885597,-7.261345,-9.380788,4.043618
130.950000,-30.281777,-6.652173,-9.234777,4.077953
131.100000,-31.655984,-6.038171,-9.087834,4.108060
131.250000,-33.008090,-5.419951,-8.940139,4.134230
131.400000,-34.337995,-4.798085,-8.791839,4.156729
131.550000,-35.645618,-4.173104,-8.643060,4.175800
131.700000,-36.930894,-3.545506,-8.493903,4.191661
131.850000,-38.193774,-2.915756,-8.344457,4.204512
132.000000,-39.434221,-2.284293,-8.194795,4.214536
132.150000,-40.652205,-1.651529,-8.044977,4.221896
132.300000,-41.847709,-1.017850,-7.895057,4.226745
132.450000,-43.020719,-0.383624,-7.745079,4.229219
132.600000,-44.171231,0.250803,-7.595081,4.229445
132.750000,-45.299244,0.885103,-7.445094,4.227538
132.900000,-46.404762,1.518963,-7.295147,4.223605
133.050000,-47.487791,2.152088,-7.145262,4.217742
133.200000,-48.548344,2.784194,-6.995461,4.210039
133.350000,-49.586435,3.415012,-6.845760,4.200580
133.500000,-50.602078,4.044284,-6.696175,4.189440
133.650000,-51.595294,4.671763,-6.546719,4.176691
133.800000,-52.566101,5.297214,-6.397402,4.162398
133.950000,-53.514522,5.920409,-6.248235,4.146622
134.100000,-54.440579,6.541129,-6.099225,4.129418
134.250000,-55.344297,7.159166,-5.950380,4.110841
134.400000,-56.225702,7.774315,-5.801707,4.090939
134.550000,-57.084818,8.386383,-5.653210,4.069757
134.700000,-57.921674,8.995181,-5.504896,4.047339
134.850000,-58.736296,9.600525,-5.356766,4.023724
135.000000,-59.528713,10.202240,-5.208827,3.998950
135.150000,-60.298954,10.800154,-5.061080,3.973052
135.300000,-61.047047,11.394101,-4.913528,3.946062
135.450000,-61.773022,11.983920,-4.766175,3.918012
135.600000,-62.476910,12.569453,-4.619021,3.888930
135.750000,-63.158739,13.150549,-4.472070,3.858844
135.900000,-63.818541,13.727057,-4.325322,3.827779
136.050000,-64.456346,14.298835,-4.178780,3.795760
136.200000,-65.072185,14.865739,-4.032444,3.762809
136.350000,-65.666089,15.427632,-3.886316,3.728947
136.500000,-66.238090,15.984378,-3.740397,3.694195
136.650000,-66.788219,16.535847,-3.594689,3.658572
136.800000,-67.316507,17.081907,-3.449192,3.622096
136.950000,-67.822987,17.622434,-3.303907,3.584784
137.100000,-68.307690,18.157302,-3.158835,3.546652
137.250000,-68.770648,18.686389,-3.013977,3.507715
137.400000,-69.211894,19.209577,-2.869333,3.467988
137.550000,-69.631459,19.726747,-2.724906,3.427483
137.700000,-70.029376,20.237784,-2.580695,3.386214
137.850000,-70.405678,20.742574,-2.436701,3.344193
138.000000,-70.760398,21.241005,-2.292926,3.301432
138.150000,-71.093567,21.732967,-2.149369,3.257940
138.300000,-71.405219,22.218351,-2.006033,3.213728
138.450000,-71.695388,22.697049,-1.862918,3.168806
138.600000,-71.964106,23.168957,-1.720025,3.123182
138.750000,-72.211407,23.633969,-1.577355,3.076866
138.900000,-72.437324,24.091983,-1.434909,3.029864
139.050000,-72.641891,24.542895,-1.292688,2.982185
139.200000,-72.825141,24.986605,-1.150694,2.933836
139.350000,-72.987110,25.423012,-1.008928,2.884823
139.500000,-73.127831,25.852019,-0.867391,2.835152
139.650000,-73.247339,26.273525,-0.726084,2.784829
139.800000,-73.345668,26.687435,-0.585010,2.733860
139.950000,-73.422854,27.093651,-0.444168,2.682249
140.100000,-73.478930,27.492078,-0.303562,2.630000
140.250000,-73.513934,27.882620,-0.163193,2.577118
140.400000,-73.527900,28.265182,-0.023063,2.523607
140.550000,-73.520865,28.639671,0.116827,2.469471
140.700000,-73.492864,29.005992,0.256474,2.414711
140.850000,-73.443935,29.364053,0.395877,2.359332
141.000000,-73.374114,29.713761,0.535033,2.303335
141.150000,-73.283438,30.055023,0.673939,2.246722
141.300000,-73.171945,30.387747,0.812594,2.189497
141.450000,-73.039672,30.711841,0.950995,2.131659
141.600000,-72.886659,31.027214,1.089138,2.073210
141.750000,-72.712944,31.333773,1.227022,2.014151
141.900000,-72.518565,31.631429,1.364644,1.954483
142.050000,-72.303564,31.920088,1.502000,1.894205
142.200000,-72.067979,32.199660,1.639086,1.833318
142.350000,-71.811852,32.470053,1.775900,1.771822
142.500000,-71.535223,32.731176,1.912439,1.709715
142.650000,-71.238134,32.982937,2.048697,1.646997
142.800000,-70.920628,33.225244,2.184672,1.583666
142.950000,-70.582747,33.458006,2.320359,1.519721
143.100000,-70.224534,33.681130,2.455754,1.455160
143.250000,-69.846035,33.894523,2.590853,1.389980
143.400000,-69.447294,34.098093,2.725650,1.324180
143.550000,-69.028356,34.291746,2.860140,1.257755
143.700000,-68.589267,34.475388,2.994319,1.190703
143.850000,-68.130076,34.648925,3.128181,1.123021
144.000000,-67.650829,34.812262,3.261721,1.054703
144.150000,-67.151576,34.965304,3.394931,0.985747
144.300000,-66.632366,35.107954,3.527806,0.916147
144.450000,-66.093251,35.240116,3.660339,0.845897
144.600000,-65.534282,35.361691,3.792523,0.774994
144.750000,-64.955512,35.472581,3.924351,0.703430
144.900000,-64.356995,35.572686,4.055814,0.631199
145.050000,-63.738787,35.661907,4.186906,0.558296
145.200000,-63.100943,35.740141,4.317616,0.484711
145.350000,-62.443521,35.807286,4.447937,0.410438
145.500000,-61.766581,35.863238,4.577858,0.335468
145.650000,-61.070184,35.907891,4.707370,0.259793
145.800000,-60.354391,35.941140,4.836461,0.183404
145.950000,-59.619267,35.962876,4.965121,0.106290
146.100000,-58.864877,35.972990,5.093338,0.028441
146.250000,-58.091289,35.971371,5.221098,-0.050154
146.400000,-57.298571,35.957906,5.348390,-0.129506
146.550000,-56.486796,35.932481,5.475198,-0.209629
146.700000,-55.656037,35.894978,5.601507,-0.290535
146.850000,-54.806370,35.845280,5.727303,-0.372239
147.000000,-53.937873,35.783266,5.852567,-0.454754
147.150000,-53.050627,35.708813,5.977282,-0.538097
147.300000,-52.144716,35.621795,6.101430,-0.622283
147.450000,-51.220228,35.522085,6.224988,-0.707332
147.600000,-50.277250,35.409551,6.347936,-0.793260
147.750000,-49.315878,35.284062,6.470250,-0.880088
147.900000,-48.336208,35.145479,6.591906,-0.967836
148.050000,-47.338341,34.993664,6.712877,-1.056526
148.200000,-46.322381,34.828473,6.833134,-1.146182
148.350000,-45.288438,34.649759,6.952646,-1.236829
148.500000,-44.236626,34.457373,7.071380,-1.328491
148.650000,-43.167065,34.251160,7.189301,-1.421198
148.800000,-42.079878,34.030960,7.306370,-1.514978
148.950000,-40.975198,33.796611,7.422545,-1.609862
149.100000,-39.853162,33.547945,7.537782,-1.705885
149.250000,-38.713913,33.284787,7.652031,-1.803080
149.400000,-37.557604,33.006960,7.765239,-1.901486
149.550000,-36.384396,32.714279,7.877348,-2.001143
149.700000,-35.194458,32.406553,7.988294,-2.102092
149.850000,-33.987970,32.083585,8.098008,-2.204378
150.000000,-32.765121,31.745170,8.206414,-2.308050
150.150000,-31.526115,31.391098,8.313429,-2.413157
150.300000,-30.271167,31.021149,8.418959,-2.519754
150.450000,-29.000507,30.635094,8.522903,-2.627899
150.600000,-27.714381,30.232699,8.625148,-2.737650
150.750000,-26.413053,29.813716,8.725568,-2.849074
150.900000,-25.096808,29.377889,8.824024,-2.962237
151.050000,-23.765952,28.924954,8.920359,-3.077210
151.200000,-22.420815,28.454632,9.014398,-3.194068
151.350000,-21.061757,27.966635,9.105945,-3.312889
151.500000,-19.689168,27.460663,9.194778,-3.433752
151.650000,-18.303472,26.936404,9.280645,-3.556737
151.800000,-16.905136,26.393532,9.363265,-3.681928
151.950000,-15.494671,25.831711,9.442313,-3.809402
152.100000,-14.072639,25.250593,9.517425,-3.939234
152.250000,-12.639661,24.649820,9.588182,-4.071489
152.400000,-11.196426,24.029023,9.654108,-4.206215
152.550000,-9.743697,23.387830,9.714660,-4.343438
152.700000,-8.282327,22.725867,9.769221,-4.483149
152.850000,-6.813266,22.042764,9.817092,-4.625289
153.000000,-5.337573,21.338165,9.857487,-4.769728
153.150000,-3.856437,20.611742,9.889530,-4.916242
153.300000,-2.371180,19.863206,9.912266,-5.064482
153.450000,-0.883273,19.092336,9.924674,-5.213935
153.600000,0.605654,18.299000,9.925705,-5.363892
153.750000,2.093818,17.483190,9.914339,-5.513414
153.900000,3.579290,16.645057,9.889667,-5.661317
154.050000,5.060017,15.784947,9.850990,-5.806182
