A,B,x
2,-19,-2.9175767020188177
2,-18,-2.874400138029633
2,-17,-2.829764491690644
2,-16,-2.7835375444710557
2,-15,-2.735566614878568
2,-14,-2.6856739064365303
2,-13,-2.633650413744529
2,-12,-2.579247802970122
2,-11,-2.522167382727116
2,-10,-2.46204478758741
2,-9,-2.398428155423879
2,-8,-2.3307460861248295
2,-7,-2.2582588834026085
2,-6,-2.1799810721581574
2,-5,-2.0945514815423265
2,-4,-2.0
2,-3,-1.8932891963044978
2,-2,-1.7692923542386314
2,-1,1.0
2,-1,0.6180339887498949
2,-1,-1.618033988749895
2,0,0.0
2,0,-1.4142135623730951
2,0,1.4142135623730951
2,1,-1.0
2,1,-0.6180339887498949
2,1,1.618033988749895
2,2,1.7692923542386314
2,3,1.8932891963044978
2,4,2.0
2,5,2.0945514815423265
2,6,2.1799810721581574
2,7,2.2582588834026085
2,8,2.3307460861248295
2,9,2.398428155423879
2,10,2.46204478758741
2,11,2.522167382727116
2,12,2.579247802970122
2,13,2.633650413744529
2,14,2.6856739064365303
2,15,2.735566614878568
2,16,2.7835375444710557
2,17,2.829764491690644
2,18,2.874400138029633
2,19,2.9175767020188177
2,20,2.9594095444188238
2,21,3.0
2,22,3.039437628897997
2,23,3.0778020261896595
2,24,3.115164290894672
2,25,3.151588229355496
2,26,3.1871313492417155
2,27,3.2218456868993064
2,28,3.2557785008537774
2,29,3.2889728569227668
3,-30,-3.4280291824987814
3,-29,-3.396713695630304
3,-28,-3.364752895650624
3,-27,-3.3321118402893637
3,-26,-3.2987524298372692
3,-25,-3.2646329987400784
3,-24,-3.2297078372114374
3,-23,-3.193926627700254
3,-22,-3.157233777017517
3,-21,-3.1195676196114452
3,-20,-3.0808594603928765
3,-19,-3.0410324159568236
3,-18,-3.0
3,-17,-2.9576643806816802
3,-16,-2.9139142123249866
3,-15,-2.8686219076784796
3,-14,-2.821640164404114
3,-13,-2.77279748159725
3,-12,-2.721892284237143
3,-11,-2.668685090477746
3,-10,-2.612887864717545
3,-9,-2.5541492186007733
3,-8,-2.4920333011718165
3,-7,-2.425988757361622
3,-6,-2.35530139760812
3,-5,-2.279018786166594
3,-4,-2.195823345445647
3,-3,-2.1038034027355366
3,-2,-2.0
3,-2,1.0
3,-1,0.3472963553338607
3,-1,1.532088886237956
3,-1,-1.8793852415718169
3,0,0.0
3,0,-1.7320508075688772
3,0,1.7320508075688772
3,1,-0.3472963553338607
3,1,-1.532088886237956
3,1,1.8793852415718169
3,2,-1.0
3,2,2.0
3,3,2.1038034027355366
3,4,2.195823345445647
3,5,2.279018786166594
3,6,2.35530139760812
3,7,2.425988757361622
3,8,2.4920333011718165
3,9,2.5541492186007733
3,10,2.612887864717545
3,11,2.668685090477746
3,12,2.721892284237143
3,13,2.77279748159725
3,14,2.821640164404114
3,15,2.8686219076784796
3,16,2.9139142123249866
3,17,2.9576643806816802
3,18,3.0
3,19,3.0410324159568236
3,20,3.0808594603928765
3,21,3.1195676196114452
3,22,3.157233777017517
3,23,3.193926627700254
3,24,3.2297078372114374
3,25,3.2646329987400784
3,26,3.2987524298372692
3,27,3.3321118402893637
3,28,3.364752895650624
3,29,3.396713695630304
4,-30,-3.5339797621874998
4,-29,-3.503812132972331
4,-28,-3.4730501832337066
4,-27,-3.4416630515085433
4,-26,-3.409617200357374
4,-25,-3.3768760843173173
4,-24,-3.3433997633143218
4,-23,-3.3091444502173495
4,-22,-3.2740619783407077
4,-21,-3.2380991709480096
4,-20,-3.2011970898672417
4,-19,-3.163290133744277
4,-18,-3.124304947599003
4,-17,-3.084159093265969
4,-16,-3.042759413609135
4,-15,-3.0
4,-14,-2.9557596392154015
4,-13,-2.909898567586052
4,-12,-2.862254288787379
4,-11,-2.8126361037392638
4,-10,-2.7608178340275353
4,-9,-2.706527954497935
4,-8,-2.649435914489492
4,-7,-2.5891326851886043
4,-6,-2.5251022548143203
4,-5,-2.456678343044111
4,-4,-2.3829757679062373
4,-3,1.0
4,-3,1.3027756377319946
4,-3,-2.302775637731995
4,-2,0.5391888728108891
4,-2,1.6751308705666461
4,-2,-2.2143197433775352
4,-1,0.2541016883650524
4,-1,1.8608058531117033
4,-1,-2.114907541476756
4,0,-2.0
4,0,0.0
4,0,2.0
4,1,-0.2541016883650524
4,1,-1.8608058531117033
4,1,2.114907541476756
4,2,-0.5391888728108891
4,2,-1.6751308705666461
4,2,2.2143197433775352
4,3,-1.0
4,3,-1.3027756377319946
4,3,2.302775637731995
4,4,2.3829757679062373
4,5,2.456678343044111
4,6,2.5251022548143203
4,7,2.5891326851886043
4,8,2.649435914489492
4,9,2.706527954497935
4,10,2.7608178340275353
4,11,2.8126361037392638
4,12,2.862254288787379
4,13,2.909898567586052
4,14,2.9557596392154015
4,15,3.0
4,16,3.042759413609135
4,17,3.084159093265969
4,18,3.124304947599003
4,19,3.163290133744277
4,20,3.2011970898672417
4,21,3.2380991709480096
4,22,3.2740619783407077
4,23,3.3091444502173495
4,24,3.3433997633143218
4,25,3.3768760843173173
4,26,3.409617200357374
4,27,3.4416630515085433
4,28,3.4730501832337066
4,29,3.503812132972331
5,-30,-3.6391783494209027
5,-29,-3.61012080026159
5,-28,-3.5805167577062598
5,-27,-3.550339061970734
5,-26,-3.5195582987215266
5,-25,-3.488142531393908
5,-24,-3.456056991478549
5,-23,-3.423263718449512
5,-22,-3.3897211389885182
5,-21,-3.355383572557468
5,-20,-3.3202006469833174
5,-19,-3.284116603267484
5,-18,-3.2470694629209844
5,-17,-3.208990023190467
5,-16,-3.169800634756
5,-15,-3.1294137016333567
5,-14,-3.0877298222758496
5,-13,-3.044635461450461
5,-12,-3.0
5,-11,-2.9536719471376407
5,-10,-2.9054740060659343
5,-9,-2.855196539320705
5,-8,-2.8025887521002515
5,-7,-2.747346540307211
5,-6,-2.6890953236376594
5,-5,-2.6273650847118333
5,-4,1.0
5,-4,1.5615528128088303
5,-4,-2.5615528128088303
5,-3,0.6566204310471103
5,-3,1.8342431843139217
5,-3,-2.490863615361032
5,-2,2.0
5,-2,0.41421356237309503
5,-2,-2.414213562373095
5,-1,0.20163967572340466
5,-1,2.1284190638445772
5,-1,-2.330058739567982
5,0,0.0
5,0,-2.23606797749979
5,0,2.23606797749979
5,1,-0.20163967572340466
5,1,-2.1284190638445772
5,1,2.330058739567982
5,2,-2.0
5,2,-0.41421356237309503
5,2,2.414213562373095
5,3,-0.6566204310471103
5,3,-1.8342431843139217
5,3,2.490863615361032
5,4,-1.0
5,4,-1.5615528128088303
5,4,2.5615528128088303
5,5,2.6273650847118333
5,6,2.6890953236376594
5,7,2.747346540307211
5,8,2.8025887521002515
5,9,2.855196539320705
5,10,2.9054740060659343
5,11,2.9536719471376407
5,12,3.0
5,13,3.044635461450461
5,14,3.0877298222758496
5,15,3.1294137016333567
5,16,3.169800634756
5,17,3.208990023190467
5,18,3.2470694629209844
5,19,3.284116603267484
5,20,3.3202006469833174
5,21,3.355383572557468
5,22,3.3897211389885182
5,23,3.423263718449512
5,24,3.456056991478549
5,25,3.488142531393908
5,26,3.5195582987215266
5,27,3.550339061970734
5,28,3.5805167577062598
5,29,3.61012080026159
6,-30,-3.743510230212686
6,-29,-3.7155210221648236
6,-28,-3.6870297938575196
6,-27,-3.6580127020941697
6,-26,-3.628444012144325
6,-25,-3.5982958832603122
6,-24,-3.567538122063888
6,-23,-3.536137897737939
6,-22,-3.504059411560079
6,-21,-3.471263511531827
6,-20,-3.4377072405641704
6,-19,-3.4033433037063094
6,-18,-3.368119436010651
6,-17,-3.3319776474777174
6,-16,-3.2948533146405112
6,-15,-3.256674079036
6,-14,-3.2173585000545293
6,-13,-3.1768143919376928
6,-12,-3.134936749704844
6,-11,-3.091605132954265
6,-10,-3.0466803241500284
6,-9,-3.0
6,-8,-2.9513730355914416
6,-7,-2.9005718749119613
6,-6,-2.8473221018630728
6,-5,1.0
6,-5,1.79128784747792
6,-5,-2.79128784747792
6,-4,2.0
6,-4,0.7320508075688773
6,-4,-2.732050807568877
6,-3,0.5239763970818659
6,-3,2.1451026912004223
6,-3,-2.6690790882822886
6,-2,0.33987688662318255
6,-2,2.2618022452599718
6,-2,-2.601679131883154
6,-1,0.16744919110853515
6,-1,2.3614687661858267
6,-1,-2.528917957294362
6,0,0.0
6,0,-2.449489742783178
6,0,2.449489742783178
6,1,-0.16744919110853515
6,1,-2.3614687661858267
6,1,2.528917957294362
6,2,-0.33987688662318255
6,2,-2.2618022452599718
6,2,2.601679131883154
6,3,-0.5239763970818659
6,3,-2.1451026912004223
6,3,2.6690790882822886
6,4,-2.0
6,4,-0.7320508075688773
6,4,2.732050807568877
6,5,-1.0
6,5,-1.79128784747792
6,5,2.79128784747792
6,6,2.8473221018630728
6,7,2.9005718749119613
6,8,2.9513730355914416
6,9,3.0
6,10,3.0466803241500284
6,11,3.091605132954265
6,12,3.134936749704844
6,13,3.1768143919376928
6,14,3.2173585000545293
6,15,3.256674079036
6,16,3.2948533146405112
6,17,3.3319776474777174
6,18,3.368119436010651
6,19,3.4033433037063094
6,20,3.4377072405641704
6,21,3.471263511531827
6,22,3.504059411560079
6,23,3.536137897737939
6,24,3.567538122063888
6,25,3.5982958832603122
6,26,3.628444012144325
6,27,3.6580127020941697
6,28,3.6870297938575196
6,29,3.7155210221648236
7,-30,-3.8468843106261814
7,-29,-3.819919295796298
7,-28,-3.7924933379206687
7,-27,-3.7645855373564103
7,-26,-3.7361734118570595
7,-25,-3.707232725415947
7,-24,-3.6777372926827834
7,-23,-3.6476587545665553
7,-22,-3.616966319677116
7,-21,-3.585626465046253
7,-20,-3.553602588029599
7,-19,-3.5208545993194003
7,-18,-3.4873384444522286
7,-17,-3.4530055378779263
7,-16,-3.4178020892902548
7,-15,-3.381668296114422
7,-14,-3.344537368239694
7,-13,-3.30633434045728
7,-12,-3.266974613401561
7,-11,-3.226362143269722
7,-10,-3.1843871714076615
7,-9,-3.1409233426082337
7,-8,-3.0958239986368556
7,-7,1.3568958678922094
7,-7,1.6920214716300959
7,-7,-3.0489173395223053
7,-6,-3.0
7,-6,1.0
7,-6,2.0
7,-5,0.7828156786641544
7,-5,2.166012679457937
7,-5,-2.9488283581220913
7,-4,0.6027049307029096
7,-4,2.292401585224621
7,-4,-2.8951065159275307
7,-3,0.4408077115048829
7,-3,2.397661540892259
7,-3,-2.8384692523971418
7,-2,0.28916854644830997
7,-2,2.4892885718100786
7,-2,-2.778457118258389
7,-1,0.14327732183964292
7,-1,2.5712014225481217
7,-1,-2.7144787443877645
7,0,0.0
7,0,-2.6457513110645907
7,0,2.6457513110645907
7,1,-0.14327732183964292
7,1,-2.5712014225481217
7,1,2.7144787443877645
7,2,-0.28916854644830997
7,2,-2.4892885718100786
7,2,2.778457118258389
7,3,-0.4408077115048829
7,3,-2.397661540892259
7,3,2.8384692523971418
7,4,-0.6027049307029096
7,4,-2.292401585224621
7,4,2.8951065159275307
7,5,-0.7828156786641544
7,5,-2.166012679457937
7,5,2.9488283581220913
7,6,-2.0
7,6,-1.0
7,6,3.0
7,7,-1.3568958678922094
7,7,-1.6920214716300959
7,7,3.0489173395223053
7,8,3.0958239986368556
7,9,3.1409233426082337
7,10,3.1843871714076615
7,11,3.226362143269722
7,12,3.266974613401561
7,13,3.30633434045728
7,14,3.344537368239694
7,15,3.381668296114422
7,16,3.4178020892902548
7,17,3.4530055378779263
7,18,3.4873384444522286
7,19,3.5208545993194003
7,20,3.553602588029599
7,21,3.585626465046253
7,22,3.616966319677116
7,23,3.6476587545665553
7,24,3.6777372926827834
7,25,3.707232725415947
7,26,3.7361734118570595
7,27,3.7645855373564103
7,28,3.7924933379206687
7,29,3.819919295796298
8,-30,-3.9492299935443853
8,-29,-3.923243853421239
8,-28,-3.8968345148619195
8,-27,-3.8699836720372143
8,-26,-3.8426716970475154
8,-25,-3.814877503671993
8,-24,-3.7865783926089955
8,-23,-3.757749875047941
8,-22,-3.728365470756203
8,-21,-3.6983964760451893
8,-20,-3.6678116959508866
8,-19,-3.6365771336626858
8,-18,-3.6046556285755678
8,-17,-3.5720064322094682
8,-16,-3.538584708477263
8,-15,-3.5043409411691426
8,-14,-3.469220226746076
8,-13,-3.4331614241571082
8,-12,-3.396096124776238
8,-11,-3.3579473937588453
8,-10,-3.318628217750186
8,-9,-3.278039570822654
8,-8,2.0
8,-8,1.2360679774997898
8,-8,-3.23606797749979
8,-7,1.0
8,-7,2.192582403567252
8,-7,-3.192582403567252
8,-6,0.8185580517266738
8,-6,2.3288721819710796
8,-6,-3.1474302336977535
8,-5,0.6611203141265045
8,-5,2.4393116716838747
8,-5,-3.1004319858103795
8,-4,0.5173040450083055
8,-4,2.5340701967227317
8,-4,-3.051374241731037
8,-3,-3.0
8,-3,0.38196601125010515
8,-3,2.618033988749895
8,-2,0.2520003851725122
8,-2,2.693994817055548
8,-2,-2.9459952022280604
8,-1,0.12524558241336983
8,-1,2.763723818475937
8,-1,-2.888969400889307
8,0,0.0
8,0,-2.8284271247461903
8,0,2.8284271247461903
8,1,-0.12524558241336983
8,1,-2.763723818475937
8,1,2.888969400889307
8,2,-0.2520003851725122
8,2,-2.693994817055548
8,2,2.9459952022280604
8,3,3.0
8,3,-2.618033988749895
8,3,-0.38196601125010515
8,4,-0.5173040450083055
8,4,-2.5340701967227317
8,4,3.051374241731037
8,5,-0.6611203141265045
8,5,-2.4393116716838747
8,5,3.1004319858103795
8,6,-0.8185580517266738
8,6,-2.3288721819710796
8,6,3.1474302336977535
8,7,-1.0
8,7,-2.192582403567252
8,7,3.192582403567252
8,8,-2.0
8,8,-1.2360679774997898
8,8,3.23606797749979
8,9,3.278039570822654
8,10,3.318628217750186
8,11,3.3579473937588453
8,12,3.396096124776238
8,13,3.4331614241571082
8,14,3.469220226746076
8,15,3.5043409411691426
8,16,3.538584708477263
8,17,3.5720064322094682
8,18,3.6046556285755678
8,19,3.6365771336626858
8,20,3.6678116959508866
8,21,3.6983964760451893
8,22,3.728365470756203
8,23,3.757749875047941
8,24,3.7865783926089955
8,25,3.814877503671993
8,26,3.8426716970475154
8,27,3.8699836720372143
8,28,3.8968345148619195
8,29,3.923243853421239
9,-30,-4.050494236945765
9,-29,-4.025441444295799
9,-28,-4.0
9,-27,-3.974153871734238
9,-26,-3.947885923375171
9,-25,-3.921177806652403
9,-24,-3.894009838798084
9,-23,-3.8663608639227456
9,-22,-3.838208095398307
9,-21,-3.809526935976331
9,-20,-3.7802907716830005
9,-19,-3.750470734674062
9,-18,-3.7200354291528774
9,-17,-3.688950613085434
9,-16,-3.6571788266967844
9,-15,-3.6246789564797814
9,-14,-3.591405720517991
9,-13,-3.557309057081455
9,-12,-3.5223333933593124
9,-11,-3.4864167643645696
9,-10,2.0
9,-10,1.449489742783178
9,-10,-3.449489742783178
9,-9,1.1847925309040954
9,-9,2.2266815969056775
9,-9,-3.4114741278097727
9,-8,1.0
9,-8,2.3722813232690143
9,-8,-3.3722813232690143
9,-7,0.8447595878496834
9,-7,2.487050722353563
9,-7,-3.3318103102032466
9,-6,0.7057196397209583
9,-6,2.584225443216521
9,-6,-3.289945082937479
9,-5,0.5768875239163402
9,-5,2.6696638406422246
9,-5,-3.246551364558565
9,-4,0.45490409122352343
9,-4,2.746568246995717
9,-4,-3.201472338219241
9,-3,0.33760895596583773
9,-3,2.816914052729369
9,-3,-3.1545230086952065
9,-2,0.22346207166923526
9,-2,2.8820205448570686
9,-2,-3.105482616526304
9,-1,0.1112641575902138
9,-1,2.9428200577958386
9,-1,-3.054084215386052
9,0,-3.0
9,0,0.0
9,0,3.0
9,1,-0.1112641575902138
9,1,-2.9428200577958386
9,1,3.054084215386052
9,2,-0.22346207166923526
9,2,-2.8820205448570686
9,2,3.105482616526304
9,3,-0.33760895596583773
9,3,-2.816914052729369
9,3,3.1545230086952065
9,4,-0.45490409122352343
9,4,-2.746568246995717
9,4,3.201472338219241
9,5,-0.5768875239163402
9,5,-2.6696638406422246
9,5,3.246551364558565
9,6,-0.7057196397209583
9,6,-2.584225443216521
9,6,3.289945082937479
9,7,-0.8447595878496834
9,7,-2.487050722353563
9,7,3.3318103102032466
9,8,-1.0
9,8,-2.3722813232690143
9,8,3.3722813232690143
9,9,-1.1847925309040954
9,9,-2.2266815969056775
9,9,3.4114741278097727
9,10,-2.0
9,10,-1.449489742783178
9,10,3.449489742783178
9,11,3.4864167643645696
9,12,3.5223333933593124
9,13,3.557309057081455
9,14,3.591405720517991
9,15,3.6246789564797814
9,16,3.6571788266967844
9,17,3.688950613085434
9,18,3.7200354291528774
9,19,3.750470734674062
9,20,3.7802907716830005
9,21,3.809526935976331
9,22,3.838208095398307
9,23,3.8663608639227456
9,24,3.894009838798084
9,25,3.921177806652403
9,26,3.947885923375171
9,27,3.974153871734238
9,28,4.0
9,29,4.025441444295799
10,-30,-4.150638865261569
10,-29,-4.126474411144041
10,-28,-4.101952834176317
10,-27,-4.077060087183031
10,-26,-4.051781201206766
10,-25,-4.026100199345813
10,-24,-4.0
10,-23,-3.9734623078925573
10,-22,-3.9464674909306523
10,-21,-3.9189944405941426
10,-20,-3.8910204130836643
10,-19,-3.862520847892572
10,-18,-3.833469159762645
10,-17,-3.8038364991015174
10,-16,-3.7735914748281787
10,-15,-3.7426998322014007
10,-14,-3.711124076379611
10,-13,-3.678823030129468
10,-12,2.0
10,-12,1.6457513110645905
10,-12,-3.6457513110645907
10,-11,1.3413246892888775
10,-11,2.270534020515166
10,-11,-3.6118587098040438
10,-10,1.1534673051457627
10,-10,2.423622139990699
10,-10,-3.5770894451364614
10,-9,1.0
10,-9,2.5413812651491097
10,-9,-3.5413812651491097
10,-8,0.8646408866954031
10,-8,2.6400234668926448
10,-8,-3.5046643535880477
10,-7,0.7406251936018279
10,-7,2.726234793753878
10,-7,-3.466859987355706
10,-6,0.6243363766881479
10,-6,2.8035424956825956
10,-6,-3.4278788723707434
10,-5,0.5135435270201547
10,-5,2.8740755314552606
10,-5,-3.3876190584754156
10,-4,0.4067284275938101
10,-4,2.939234868116074
10,-4,-3.3459632957098844
10,-3,3.0
10,-3,0.3027756377319947
10,-3,-3.302775637731995
10,-2,0.2008097564731062
10,-2,3.0570872565563283
10,-2,-3.2578970130294347
10,-1,0.10010030120552744
10,-1,3.111039052073099
10,-1,-3.2111393532786265
10,0,0.0
10,0,-3.1622776601683795
10,0,3.1622776601683795
10,1,-0.10010030120552744
10,1,-3.111039052073099
10,1,3.2111393532786265
10,2,-0.2008097564731062
10,2,-3.0570872565563283
10,2,3.2578970130294347
10,3,-3.0
10,3,-0.3027756377319947
10,3,3.302775637731995
10,4,-0.4067284275938101
10,4,-2.939234868116074
10,4,3.3459632957098844
10,5,-0.5135435270201547
10,5,-2.8740755314552606
10,5,3.3876190584754156
10,6,-0.6243363766881479
10,6,-2.8035424956825956
10,6,3.4278788723707434
10,7,-0.7406251936018279
10,7,-2.726234793753878
10,7,3.466859987355706
10,8,-0.8646408866954031
10,8,-2.6400234668926448
10,8,3.5046643535880477
10,9,-1.0
10,9,-2.5413812651491097
10,9,3.5413812651491097
10,10,-1.1534673051457627
10,10,-2.423622139990699
10,10,3.5770894451364614
10,11,-1.3413246892888775
10,11,-2.270534020515166
10,11,3.6118587098040438
10,12,-2.0
10,12,-1.6457513110645905
10,12,3.6457513110645907
10,13,3.678823030129468
10,14,3.711124076379611
10,15,3.7426998322014007
10,16,3.7735914748281787
10,17,3.8038364991015174
10,18,3.833469159762645
10,19,3.862520847892572
10,20,3.8910204130836643
10,21,3.9189944405941426
10,22,3.9464674909306523
10,23,3.9734623078925573
10,24,4.0
10,25,4.026100199345813
10,26,4.051781201206766
10,27,4.077060087183031
10,28,4.101952834176317
10,29,4.126474411144041
11,-30,-4.249638166848653
11,-29,-4.22631809353966
11,-28,-4.202669613140784
11,-27,-4.178680407320735
11,-26,-4.154337387285711
11,-25,-4.129626625196417
11,-24,-4.104533277565077
11,-23,-4.079041499458324
11,-22,-4.053134348123512
11,-21,-4.026793674403731
11,-20,-4.0
11,-19,-3.9727323782639887
11,-18,-3.9449682357432603
11,-17,-3.916683191130541
11,-16,-3.887850847558446
11,-15,-3.858442553291622
11,-14,2.0
11,-14,1.82842712474619
11,-14,-3.8284271247461903
11,-13,1.4714460462118293
11,-13,2.3263244781284604
11,-13,-3.7977705243402897
11,-12,1.2828238633087976
11,-12,2.483611620543907
11,-12,-3.766435483852705
11,-11,1.131800454016142
11,-11,2.6025806075902134
11,-11,-3.7343810616063555
11,-10,1.0
11,-10,2.7015621187164243
11,-10,-3.7015621187164243
11,-9,0.880169656554596
11,-9,2.787759039037294
11,-9,-3.66792869559189
11,-8,0.7685401104117476
11,-8,2.8648851540779523
11,-8,-3.6334252644897
11,-7,0.6628382756329768
11,-7,2.9351515510354957
11,-7,-3.5979898266684724
11,-6,3.0
11,-6,0.5615528128088303
11,-6,-3.5615528128088303
11,-5,0.463603786636745
11,-5,3.0604319450901407
11,-5,-3.524035731726886
11,-4,0.36817331624596494
11,-4,3.11717617705136
11,-4,-3.4853494932973246
11,-3,0.2746098625525631
11,-3,3.170782441744819
11,-3,-3.4453923042973824
11,-2,0.18236957894791522
11,-2,3.2216774175165126
11,-2,-3.404046996464428
11,-1,0.09097754666631395
11,-1,3.270200041151992
11,-1,-3.361177587818306
11,0,0.0
11,0,-3.3166247903554
11,0,3.3166247903554
11,1,-0.09097754666631395
11,1,-3.270200041151992
11,1,3.361177587818306
11,2,-0.18236957894791522
11,2,-3.2216774175165126
11,2,3.404046996464428
11,3,-0.2746098625525631
11,3,-3.170782441744819
11,3,3.4453923042973824
11,4,-0.36817331624596494
11,4,-3.11717617705136
11,4,3.4853494932973246
11,5,-0.463603786636745
11,5,-3.0604319450901407
11,5,3.524035731726886
11,6,-3.0
11,6,-0.5615528128088303
11,6,3.5615528128088303
11,7,-0.6628382756329768
11,7,-2.9351515510354957
11,7,3.5979898266684724
11,8,-0.7685401104117476
11,8,-2.8648851540779523
11,8,3.6334252644897
11,9,-0.880169656554596
11,9,-2.787759039037294
11,9,3.66792869559189
11,10,-1.0
11,10,-2.7015621187164243
11,10,3.7015621187164243
11,11,-1.131800454016142
11,11,-2.6025806075902134
11,11,3.7343810616063555
11,12,-1.2828238633087976
11,12,-2.483611620543907
11,12,3.766435483852705
11,13,-1.4714460462118293
11,13,-2.3263244781284604
11,13,3.7977705243402897
11,14,-2.0
11,14,-1.82842712474619
11,14,3.8284271247461903
11,15,3.858442553291622
11,16,3.887850847558446
11,17,3.916683191130541
11,18,3.9449682357432603
11,19,3.9727323782639887
11,20,4.0
11,21,4.026793674403731
11,22,4.053134348123512
11,23,4.079041499458324
11,24,4.104533277565077
11,25,4.129626625196417
11,26,4.154337387285711
11,27,4.178680407320735
11,28,4.202669613140784
11,29,4.22631809353966
12,-30,-4.347476784088736
12,-29,-4.3249585612698045
12,-28,-4.302138049712828
12,-27,-4.279004434261886
12,-26,-4.255546254870934
12,-25,-4.231751351923988
12,-24,-4.207606805471073
12,-23,-4.18309886753344
12,-22,-4.158212886488881
12,-21,-4.132933222376969
12,-20,-4.107243151757946
12,-19,-4.081124760509498
12,-18,-4.054558822642167
12,-17,-4.027524662842932
12,-16,-4.0
12,-16,2.0
12,-15,1.57653473367121
12,-15,2.395426034725887
12,-15,-3.971960768397097
12,-14,1.390906302031543
12,-14,2.552474610531074
12,-14,-3.9433809125626174
12,-13,1.2436106432425056
12,-13,2.670621507635621
12,-13,-3.9142321508781266
12,-12,1.1157493966630492
12,-12,2.768734305276283
12,-12,-3.8844837019393323
12,-11,1.0
12,-11,2.8541019662496847
12,-11,-3.8541019662496847
12,-10,0.892596404378367
12,-10,2.9304537496379135
12,-10,-3.8230501540162805
12,-9,3.0
12,-9,0.79128784747792
12,-9,-3.79128784747792
12,-8,0.6945927106677214
12,-8,3.064177772475912
12,-8,-3.7587704831436337
12,-7,0.6014655557952948
12,-7,3.123983179505812
12,-7,-3.7254487353011068
12,-6,0.5111277438164682
12,-6,3.180140032988958
12,-6,-3.6912677768054265
12,-5,0.42297269246818275
12,-5,3.233193693489433
12,-5,-3.656166385957616
12,-4,0.3365088035620548
12,-4,3.2835670549058515
12,-4,-3.620075858467906
12,-3,0.25132286262764975
12,-3,3.33159580731342
12,-3,-3.58291866994107
12,-2,0.1670551733931289
12,-2,3.377551641923021
12,-2,-3.5446068153161496
12,-1,0.08338164256079171
12,-1,3.4216580820591016
12,-1,-3.505039724619893
12,0,0.0
12,0,-3.4641016151377544
12,0,3.4641016151377544
12,1,-0.08338164256079171
12,1,-3.4216580820591016
12,1,3.505039724619893
12,2,-0.1670551733931289
12,2,-3.377551641923021
12,2,3.5446068153161496
12,3,-0.25132286262764975
12,3,-3.33159580731342
12,3,3.58291866994107
12,4,-0.3365088035620548
12,4,-3.2835670549058515
12,4,3.620075858467906
12,5,-0.42297269246818275
12,5,-3.233193693489433
12,5,3.656166385957616
12,6,-0.5111277438164682
12,6,-3.180140032988958
12,6,3.6912677768054265
12,7,-0.6014655557952948
12,7,-3.123983179505812
12,7,3.7254487353011068
12,8,-0.6945927106677214
12,8,-3.064177772475912
12,8,3.7587704831436337
12,9,-3.0
12,9,-0.79128784747792
12,9,3.79128784747792
12,10,-0.892596404378367
12,10,-2.9304537496379135
12,10,3.8230501540162805
12,11,-1.0
12,11,-2.8541019662496847
12,11,3.8541019662496847
12,12,-1.1157493966630492
12,12,-2.768734305276283
12,12,3.8844837019393323
12,13,-1.2436106432425056
12,13,-2.670621507635621
12,13,3.9142321508781266
12,14,-1.390906302031543
12,14,-2.552474610531074
12,14,3.9433809125626174
12,15,-1.57653473367121
12,15,-2.395426034725887
12,15,3.971960768397097
12,16,-2.0
12,16,4.0
12,17,4.027524662842932
12,18,4.054558822642167
12,19,4.081124760509498
12,20,4.107243151757946
12,21,4.132933222376969
12,22,4.158212886488881
12,23,4.18309886753344
12,24,4.207606805471073
12,25,4.231751351923988
12,26,4.255546254870934
12,27,4.279004434261886
12,28,4.302138049712828
12,29,4.3249585612698045
13,-30,-4.444147885572831
13,-29,-4.422390662451805
13,-28,-4.400354887699149
13,-27,-4.378031052024491
13,-26,-4.3554091053714545
13,-25,-4.332478413226536
13,-24,-4.309227708300188
13,-23,-4.285645036967831
13,-22,-4.261717699760591
13,-21,-4.237432185079077
13,-20,-4.212774095164414
13,-19,-4.187728063193977
13,-18,2.0
13,-18,2.1622776601683795
13,-18,-4.162277660168379
13,-17,1.6587964194024412
13,-17,2.4776088706107084
13,-17,-4.136405290013149
13,-16,1.480278799330937
13,-16,2.6298132716918787
13,-16,-4.110092071022816
13,-15,1.3381765040966493
13,-15,2.745141197316898
13,-15,-4.083317701413548
13,-14,1.2148382362559274
13,-14,2.8412220700500614
13,-14,-4.056060306305989
13,-13,1.10331229900874
13,-13,2.924983963901393
13,-13,-4.028296262910133
13,-12,-4.0
13,-12,1.0
13,-12,3.0
13,-11,0.9027455414654987
13,-11,3.0683982254434397
13,-11,-3.9711437669089387
13,-10,0.8101306273254829
13,-10,3.131566738869995
13,-10,-3.9416973661954775
13,-9,0.7211578094052257
13,-9,3.190470033350817
13,-9,-3.911627842756043
13,-8,0.6350888771131047
13,-8,3.2458102432882696
13,-8,-3.880899120401374
13,-7,0.5513543956356356
13,-7,3.2981171790049375
13,-7,-3.849471574640573
13,-6,0.4694993518264961
13,-6,3.3478021756271974
13,-6,-3.8173015274536937
13,-5,0.389148564424016
13,-5,3.39519208150932
13,-5,-3.784340645933336
13,-4,0.3099835584737995
13,-4,3.440551663013095
13,-4,-3.7505352214868943
13,-3,0.23172638764231127
13,-3,3.4840989116672736
13,-3,-3.715825299309585
13,-2,0.1541277972357896
13,-2,3.5260158210926518
13,-2,-3.6801436183284415
13,-1,0.07695813759986414
13,-1,3.566456171088972
13,-1,-3.643414308688836
13,0,0.0
