t,x,y,z,w
310.562000,-0.453594,2.916059,-0.000198,-0.470483
312.391500,1.181610,-2.696247,0.000744,0.507640
312.392000,1.181544,-2.696247,-0.000604,0.508231
314.235000,-1.823597,2.297142,-0.000812,-0.594513
314.235500,-1.823492,2.297142,0.000337,-0.595424
316.111500,2.321344,-1.748348,0.000243,0.780248
316.112000,2.321106,-1.748348,-0.000631,0.781408
318.085000,-2.494868,1.103668,-0.000731,-1.232564
318.085500,-2.493930,1.103668,-0.000179,-1.233811
318.086000,-2.492990,1.103668,0.000373,-1.235057
318.086500,-2.492046,1.103668,0.000925,-1.236303
320.432000,-0.447165,-0.682072,0.000681,1.992279
320.432500,-0.451118,-0.682073,0.000340,1.992052
320.433000,-0.455070,-0.682074,-0.000001,1.991824
320.433500,-0.459021,-0.682073,-0.000342,1.991593
320.434000,-0.462970,-0.682072,-0.000684,1.991361
322.705500,2.497298,1.199131,-0.000941,-1.132172
322.706000,2.498023,1.199131,-0.000341,-1.130923
322.706500,2.498745,1.199131,0.000258,-1.129673
322.707000,2.499464,1.199131,0.000858,-1.128423
324.663000,-2.230750,-1.826270,0.000470,0.741311
324.663500,-2.230953,-1.826270,-0.000443,0.740195
326.543000,1.699726,2.341973,-0.000692,-0.577101
326.543500,1.699822,2.341973,0.000479,-0.576251
328.398500,-1.038944,-2.699237,0.000188,0.499468
330.245500,0.305205,2.871646,0.000351,-0.468548
332.091500,0.448124,-2.846995,0.000280,0.471765
333.943500,-1.167243,2.627190,-0.000166,-0.510309
335.810000,1.798941,-2.228253,0.000651,0.600173
335.810500,1.798833,-2.228253,-0.000463,0.601072
337.712000,-2.282628,1.680803,-0.000838,-0.793798
337.712500,-2.282377,1.680804,0.000003,-0.794939
337.713000,-2.282126,1.680803,0.000843,-0.796080
339.723500,2.404521,-1.042773,0.000533,1.277712
339.724000,2.403477,-1.042774,0.000011,1.278914
339.724500,2.402429,-1.042773,-0.000510,1.280115
342.131000,0.851949,0.689232,-0.000725,-1.930651
342.131500,0.855546,0.689233,-0.000381,-1.930223
342.132000,0.859140,0.689233,-0.000036,-1.929792
342.132500,0.862733,0.689233,0.000309,-1.929360
342.133000,0.866322,0.689232,0.000653,-1.928926
342.133500,0.869910,0.689230,0.000998,-1.928490
344.391000,-2.431449,-1.235286,0.000697,1.075605
344.391500,-2.432071,-1.235286,0.000079,1.074388
344.392000,-2.432690,-1.235286,-0.000538,1.073172
346.360500,2.128738,1.846898,-0.000958,-0.718299
346.361000,2.128923,1.846898,-0.000034,-0.717235
346.361500,2.129107,1.846898,0.000889,-0.716170
348.259500,-1.586044,-2.340468,0.000782,0.565484
348.260000,-1.586134,-2.340468,-0.000388,0.564691
350.135500,0.920398,2.671414,-0.000194,-0.494166
352.003500,-0.188669,-2.814763,0.000568,0.468155
352.004000,-0.188720,-2.814763,-0.000839,0.468061
353.872000,-0.554689,2.760127,-0.000277,-0.476495
355.747500,1.255156,-2.511664,0.000372,0.522594
355.748000,1.255084,-2.511664,-0.000883,0.523222
357.641000,-1.858266,2.088061,-0.000167,-0.627589
357.641500,-1.858142,2.088061,0.000877,-0.628519
359.579000,2.295148,-1.523677,0.000417,0.858114
359.579500,2.294831,-1.523677,-0.000345,0.859261
361.667500,-2.183526,0.893985,-0.000955,-1.458480
361.668000,-2.181973,0.893986,-0.000508,-1.459570
361.668500,-2.180417,0.893986,-0.000061,-1.460660
361.669000,-2.178857,0.893986,0.000386,-1.461749
361.669500,-2.177294,0.893986,0.000833,-1.462837
364.169500,-1.711495,-0.762954,0.000829,1.708692
364.170000,-1.713988,-0.762955,0.000447,1.707834
364.170500,-1.716476,-0.762956,0.000066,1.706975
364.171000,-1.718961,-0.762956,-0.000316,1.706115
364.171500,-1.721443,-0.762955,-0.000697,1.705254
366.349000,2.337851,1.364354,-0.000740,-0.953783
366.349500,2.338284,1.364354,-0.000058,-0.952614
366.350000,2.338715,1.364354,0.000624,-0.951445
368.316500,-1.956469,-1.945377,0.000091,0.666938
368.317000,-1.956617,-1.945377,-0.000882,0.665959
370.229000,1.381323,2.393908,-0.000568,-0.541290
370.229500,1.381403,2.393908,0.000629,-0.540600
372.123500,-0.699285,-2.671342,0.000161,0.483984
374.012500,-0.033540,2.756489,-0.000130,-0.468181
375.903500,0.761773,-2.643090,0.000752,0.487211
375.904000,0.761715,-2.643090,-0.000570,0.487592
377.805000,-1.430060,2.339858,-0.000448,-0.549371
377.805500,-1.429977,2.339858,0.000722,-0.550086
379.731000,1.981783,-1.870529,0.000676,0.685647
379.731500,1.981621,-1.870529,-0.000259,0.686638
381.724500,-2.317743,1.277537,-0.000600,-1.002088
381.725000,-2.317239,1.277537,0.000039,-1.003247
381.725500,-2.316733,1.277537,0.000678,-1.004405
383.979000,1.272540,-0.706420,0.000653,1.809147
383.979500,1.269577,-0.706421,0.000300,1.809781
383.980000,1.266612,-0.706421,-0.000053,1.810413
383.980500,1.263643,-0.706421,-0.000407,1.811045
383.981000,1.260672,-0.706420,-0.000760,1.811674
386.478000,2.218435,0.956912,-0.000831,-1.334707
386.478500,2.219622,0.956912,-0.000353,-1.333597
386.479000,2.220807,0.956912,0.000126,-1.332487
386.479500,2.221988,0.956912,0.000604,-1.331375
388.563500,-2.169908,-1.571900,0.000675,0.810782
388.564000,-2.170174,-1.571900,-0.000111,0.809696
388.564500,-2.170438,-1.571900,-0.000897,0.808611
390.524500,1.699925,2.100146,-0.000429,-0.605446
390.525000,1.700036,2.100146,0.000621,-0.604596
392.449000,-1.080401,-2.477513,0.000765,0.512385
392.449500,-1.080469,-2.477513,-0.000473,0.511845
394.361500,0.377609,2.672901,-0.000224,-0.473840
396.271500,0.352307,-2.671242,0.000970,0.473165
396.272000,0.352254,-2.671242,-0.000365,0.473341
398.187500,-1.052939,2.472819,-0.000646,-0.510122
398.188000,-1.052872,2.472819,0.000591,-0.510649
